employee_id,age,gender,department,job_role,education_level,monthly_salary,years_at_company,years_since_promotion,num_projects,avg_weekly_hours,overtime,satisfaction_score,performance_rating,work_life_balance,distance_from_home,marital_status,attrition
EMP-2515,23,Female,Operations,Manager,Master's,99509.94,8,8,3,48.4,Yes,1.0,4,4,16,Single,Yes
EMP-2516,38,Female,Operations,Manager,Master's,87681.75,1,1,6,54.1,Yes,1.0,3,1,41,Divorced,Yes
EMP-2517,30,Female,Engineering,Senior Engineer,Bachelor's,78795.24,1,0,1,58.7,Yes,2.4,4,2,24,Married,Yes
EMP-2518,46,Other,Engineering,Senior Engineer,Bachelor's,69128.33,5,0,5,39.5,No,2.2,5,3,32,Single,No
EMP-2519,33,Male,Sales,Manager,Bachelor's,83488.65,1,0,7,42.6,No,1.1,4,4,15,Single,No
EMP-2520,22,Other,Engineering,Team Lead,Bachelor's,62761.0,2,2,3,43.7,No,1.3,3,2,1,Divorced,Yes
EMP-2521,26,Female,Operations,Team Lead,Bachelor's,69779.74,11,7,2,50.6,Yes,1.0,3,1,10,Single,No
EMP-2522,22,Female,Engineering,Senior Engineer,Bachelor's,77038.67,0,0,5,38.4,No,1.2,3,4,17,Married,No
EMP-2523,34,Male,Marketing,Executive,Master's,141875.46,8,2,8,39.8,No,4.8,3,3,28,Single,No
EMP-2524,34,Female,Operations,Associate,Bachelor's,35534.28,2,0,1,54.5,Yes,2.1,4,2,43,Single,Yes
EMP-2525,33,Male,Operations,Team Lead,Master's,62100.85,3,0,4,48.6,No,2.6,3,1,9,Divorced,No
EMP-2526,45,Female,Marketing,Analyst,Master's,51571.85,8,6,10,39.0,Yes,2.3,4,1,37,Single,Yes
EMP-2527,46,Male,Operations,Manager,PhD,96121.76,7,4,4,44.7,No,1.5,3,1,38,Single,Yes
EMP-2528,35,Male,Engineering,Analyst,Bachelor's,54395.42,18,3,4,38.4,Yes,2.4,4,1,41,Married,No
EMP-2529,22,Male,Sales,Team Lead,PhD,87627.53,19,8,8,44.1,No,4.9,5,1,41,Divorced,No
EMP-2530,41,Male,Engineering,Senior Engineer,Master's,92192.84,3,3,5,45.0,No,1.5,3,2,4,Married,No
EMP-2531,40,Male,Operations,Team Lead,High School,56902.94,1,1,4,37.8,No,1.6,3,2,11,Single,No
EMP-2532,38,Female,Operations,Associate,Bachelor's,34673.45,1,0,8,36.5,No,3.5,4,4,48,Divorced,No
EMP-2533,44,Male,Engineering,Team Lead,Bachelor's,60102.25,6,0,1,57.0,Yes,1.0,3,1,32,Married,Yes
EMP-2534,27,Female,Engineering,Senior Engineer,Master's,85096.62,2,2,8,57.2,No,1.5,4,3,12,Divorced,No
EMP-2535,52,Male,Sales,Associate,Master's,42550.4,3,2,4,35.1,No,3.7,5,5,50,Married,No
EMP-2536,28,Female,Engineering,Team Lead,Bachelor's,70534.29,6,2,9,51.0,Yes,2.7,4,2,17,Married,Yes
EMP-2537,42,Female,Finance,Analyst,Master's,46828.44,6,0,8,37.3,Yes,1.1,5,2,15,Married,No
EMP-2538,23,Male,Engineering,Senior Engineer,Bachelor's,71943.14,3,3,10,55.3,Yes,3.0,3,3,43,Married,Yes
EMP-2539,29,Female,Finance,Senior Engineer,Bachelor's,78611.41,6,6,2,57.0,Yes,1.0,3,1,49,Married,Yes
EMP-2540,48,Other,HR,Director,Master's,121326.79,4,2,2,50.4,Yes,1.7,3,3,21,Married,No
EMP-2541,34,Female,Sales,Executive,PhD,150000.0,1,0,10,50.3,Yes,2.6,4,1,33,Divorced,Yes
EMP-2542,43,Male,Engineering,Analyst,Master's,47532.5,2,1,4,44.3,No,3.5,3,5,33,Married,No
EMP-2543,38,Male,Operations,Team Lead,Bachelor's,66620.65,7,6,9,41.2,No,3.4,2,2,12,Single,No
EMP-2544,35,Female,Marketing,Team Lead,Bachelor's,58458.82,1,1,7,47.5,Yes,2.8,5,3,28,Married,No
EMP-2545,47,Male,Sales,Associate,Bachelor's,37140.87,7,0,5,38.3,No,3.6,3,2,3,Married,No
EMP-2546,34,Female,Sales,Team Lead,Bachelor's,69206.29,2,0,1,51.8,No,4.5,3,1,44,Married,No
EMP-2547,22,Male,Operations,Associate,Bachelor's,33303.22,0,0,1,46.8,No,3.3,3,2,42,Married,No
EMP-2548,30,Female,Finance,Director,PhD,150000.0,15,1,8,39.4,No,2.6,3,4,8,Married,No
EMP-2549,40,Male,Finance,Associate,Master's,35375.17,5,2,1,49.7,No,4.1,1,1,31,Single,No
EMP-2550,39,Male,Marketing,Associate,Bachelor's,36191.33,0,0,1,54.9,Yes,1.0,3,1,5,Married,Yes
EMP-2551,23,Other,Operations,Team Lead,Bachelor's,60701.59,1,0,3,49.7,No,4.0,3,5,5,Married,Yes
EMP-2552,30,Female,Engineering,Senior Engineer,Bachelor's,74658.02,4,2,10,48.2,Yes,1.0,4,1,32,Divorced,No
EMP-2553,31,Female,Marketing,Associate,Bachelor's,26825.21,0,0,7,56.2,Yes,2.0,3,2,40,Married,Yes
EMP-2554,33,Other,Sales,Team Lead,Master's,67288.15,2,2,8,35.3,No,4.0,4,2,43,Married,No
EMP-2555,25,Male,HR,Manager,High School,75860.07,3,0,7,50.4,Yes,2.7,4,1,17,Married,Yes
EMP-2556,31,Male,Operations,Team Lead,Master's,63967.12,9,9,6,45.2,Yes,1.0,4,1,47,Married,Yes
EMP-2557,30,Male,Operations,Associate,Bachelor's,36680.95,2,0,3,39.8,No,2.8,5,2,27,Single,No
EMP-2558,42,Female,HR,Manager,Bachelor's,83705.44,4,2,5,59.5,Yes,3.5,3,2,20,Divorced,No
EMP-2559,42,Male,HR,Analyst,PhD,64376.98,5,1,6,45.1,Yes,4.2,2,4,18,Divorced,No
EMP-2560,35,Other,Operations,Associate,Bachelor's,37285.14,1,0,10,43.4,No,2.9,1,2,37,Married,No
EMP-2561,33,Male,Operations,Director,Bachelor's,109884.74,4,4,9,39.2,No,1.3,3,1,19,Married,No
EMP-2562,37,Male,Finance,Associate,Master's,41741.09,3,0,8,59.9,Yes,1.4,4,1,20,Single,Yes
EMP-2563,29,Male,Engineering,Manager,Bachelor's,97320.41,3,1,9,56.4,Yes,2.3,4,2,20,Married,Yes
EMP-2564,27,Male,Sales,Director,High School,96960.63,1,1,9,36.7,No,1.3,2,5,16,Married,No
EMP-2565,28,Male,Operations,Analyst,High School,38346.78,3,2,7,49.1,Yes,3.7,2,1,20,Married,No
EMP-2566,31,Female,Finance,Director,High School,83998.52,1,0,9,38.7,No,3.2,5,3,2,Single,Yes
EMP-2567,27,Male,Marketing,Team Lead,Bachelor's,65146.7,3,1,1,52.9,Yes,1.5,4,1,44,Married,Yes
EMP-2568,37,Female,Marketing,Manager,Bachelor's,94334.3,16,10,1,47.1,No,2.6,3,2,13,Single,No
EMP-2569,42,Female,Sales,Associate,Master's,37739.95,1,0,5,37.8,No,1.1,5,5,23,Married,No
EMP-2570,23,Female,Sales,Associate,Master's,38488.34,8,4,1,48.9,Yes,2.0,4,1,9,Married,No
EMP-2571,36,Female,Finance,Manager,Bachelor's,78514.08,1,0,4,57.8,Yes,1.6,3,1,27,Single,Yes
EMP-2572,34,Male,Engineering,Senior Engineer,Bachelor's,73409.89,5,4,2,43.5,No,2.4,3,1,14,Married,No
EMP-2573,39,Male,Marketing,Analyst,Bachelor's,41198.75,3,3,10,36.3,No,3.6,4,5,9,Married,No
EMP-2574,36,Male,Marketing,Manager,Bachelor's,91791.64,11,9,7,58.6,Yes,1.7,3,3,15,Married,No
EMP-2575,24,Other,Finance,Team Lead,Bachelor's,58642.84,2,0,1,38.5,No,3.3,5,5,46,Single,Yes
EMP-2576,26,Female,Sales,Associate,Master's,44050.06,15,1,7,46.9,Yes,3.6,4,1,43,Married,No
EMP-2577,36,Male,Marketing,Team Lead,Bachelor's,62834.75,2,1,8,48.6,Yes,1.0,4,1,40,Married,No
EMP-2578,44,Male,Engineering,Director,Bachelor's,111133.89,7,3,4,40.9,No,2.6,4,5,11,Married,Yes
EMP-2579,22,Female,Engineering,Team Lead,Master's,76120.99,4,0,9,39.4,No,4.5,5,4,33,Married,No
EMP-2580,39,Female,Sales,Team Lead,Master's,67112.2,2,2,10,37.8,No,2.4,1,2,41,Single,Yes
EMP-2581,46,Female,Engineering,Team Lead,Bachelor's,74887.85,7,7,10,36.7,Yes,1.7,1,1,33,Married,No
EMP-2582,35,Female,Operations,Associate,Bachelor's,48772.86,30,4,1,47.7,No,4.2,4,4,43,Married,No
EMP-2583,40,Female,Operations,Analyst,PhD,55424.72,4,3,5,56.1,No,3.4,3,4,11,Married,No
EMP-2584,30,Female,Engineering,Director,Bachelor's,118360.92,8,5,8,38.2,No,4.7,4,1,24,Single,No
EMP-2585,35,Male,Finance,Associate,Master's,38337.3,1,1,5,52.5,Yes,1.7,4,1,17,Married,Yes
EMP-2586,23,Male,HR,Team Lead,Master's,70147.87,4,4,5,45.3,Yes,1.7,3,2,37,Married,No
EMP-2587,22,Other,Marketing,Senior Engineer,Bachelor's,86725.83,9,0,4,35.9,No,1.2,3,3,7,Single,No
EMP-2588,44,Female,Operations,Associate,Bachelor's,48965.75,21,2,5,48.4,No,1.8,4,2,16,Married,Yes
EMP-2589,28,Male,HR,Analyst,Bachelor's,42063.1,1,0,7,41.3,No,3.2,3,2,36,Single,No
EMP-2590,32,Female,Engineering,Manager,Bachelor's,94338.26,6,6,1,50.1,Yes,1.0,3,1,1,Single,Yes
EMP-2591,25,Male,Engineering,Senior Engineer,Bachelor's,75969.57,1,1,8,43.7,No,2.8,3,5,13,Married,Yes
EMP-2592,25,Female,Sales,Manager,Master's,93298.41,0,0,8,51.7,Yes,1.0,2,3,36,Single,No
EMP-2593,35,Male,Operations,Senior Engineer,Master's,77555.74,2,1,2,58.0,No,1.1,4,1,12,Married,Yes
EMP-2594,30,Female,HR,Manager,PhD,109834.87,11,0,8,41.1,No,2.9,5,4,31,Single,Yes
EMP-2595,39,Female,Sales,Associate,PhD,37735.96,1,1,6,58.5,Yes,2.5,4,1,21,Married,Yes
EMP-2596,40,Male,Engineering,Team Lead,Master's,63754.56,1,0,4,40.1,No,2.4,4,2,24,Married,No
EMP-2597,39,Male,Operations,Associate,High School,29662.72,4,1,5,36.8,No,4.1,3,1,18,Married,Yes
EMP-2598,38,Female,Sales,Executive,Bachelor's,136786.85,3,3,6,39.8,No,1.6,5,4,45,Married,No
EMP-2599,49,Male,Marketing,Analyst,Master's,46442.68,2,1,3,55.4,No,1.4,5,1,37,Married,Yes
EMP-2600,27,Male,Marketing,Executive,Master's,149018.62,0,0,7,51.9,Yes,3.7,4,1,37,Married,No
EMP-2601,36,Female,Engineering,Analyst,Bachelor's,45526.49,2,0,7,59.3,Yes,3.8,3,3,40,Single,No
EMP-2602,45,Male,Engineering,Analyst,Master's,50838.66,3,0,4,52.7,Yes,1.2,2,3,22,Married,No
EMP-2603,46,Male,Sales,Manager,Bachelor's,83115.82,2,1,5,45.3,No,2.7,3,3,6,Single,No
EMP-2604,25,Male,Sales,Associate,Bachelor's,33679.62,1,0,7,57.3,No,4.4,3,2,3,Married,No
EMP-2605,34,Female,Marketing,Associate,Master's,35817.03,1,0,6,59.0,Yes,2.3,2,1,25,Single,No
EMP-2606,47,Male,Finance,Senior Engineer,Bachelor's,75958.99,0,0,5,54.8,Yes,1.0,5,1,44,Divorced,Yes
EMP-2607,40,Male,Engineering,Associate,Bachelor's,32309.57,1,0,10,48.9,No,1.5,3,1,25,Married,Yes
EMP-2608,38,Male,HR,Associate,Master's,38193.96,2,2,9,55.6,No,1.5,3,1,50,Married,No
EMP-2609,34,Male,Engineering,Team Lead,Master's,59988.9,1,0,4,39.5,No,4.1,5,2,27,Married,No
EMP-2610,33,Male,Engineering,Associate,Bachelor's,39065.46,8,2,8,57.5,Yes,2.7,5,1,32,Single,No
EMP-2611,38,Male,Finance,Senior Engineer,Master's,75627.87,1,1,9,60.0,Yes,1.4,3,1,4,Single,Yes
EMP-2612,34,Male,Finance,Manager,Bachelor's,77626.19,1,1,2,51.6,No,1.6,3,4,39,Divorced,No
EMP-2613,36,Male,Finance,Analyst,Master's,48207.85,7,0,6,39.9,No,1.5,4,5,45,Married,No
EMP-2614,37,Female,Engineering,Director,Bachelor's,102260.76,2,0,8,38.6,No,4.0,5,2,26,Single,No
EMP-2615,31,Male,HR,Analyst,PhD,51496.99,2,0,1,59.0,Yes,3.5,4,2,46,Married,No
EMP-2616,40,Male,Sales,Analyst,Master's,54561.05,1,1,4,56.8,Yes,1.8,3,1,12,Married,Yes
EMP-2617,59,Other,Operations,Manager,Bachelor's,81775.5,3,0,8,53.7,Yes,3.6,4,3,25,Single,Yes
EMP-2618,22,Female,Marketing,Associate,Bachelor's,29205.37,5,5,10,58.7,Yes,1.0,4,3,46,Married,Yes
EMP-2619,39,Female,Operations,Senior Engineer,Bachelor's,74694.32,1,0,10,47.6,Yes,1.9,2,1,31,Single,Yes
EMP-2620,30,Male,Engineering,Senior Engineer,Master's,72112.74,1,1,7,57.2,Yes,2.2,3,1,35,Single,No
EMP-2621,41,Male,Sales,Team Lead,Master's,71356.72,1,0,1,39.1,Yes,1.0,5,1,21,Married,No
EMP-2622,36,Male,Finance,Executive,Master's,150000.0,19,4,1,39.6,No,2.9,4,1,28,Single,No
EMP-2623,42,Male,Sales,Director,Master's,120890.61,2,0,9,47.8,No,4.4,3,2,19,Divorced,No
EMP-2624,45,Male,Marketing,Director,Bachelor's,140424.83,11,9,8,43.3,No,1.2,4,4,35,Married,No
EMP-2625,38,Female,HR,Director,Master's,127819.16,1,1,2,45.8,Yes,2.2,4,3,3,Married,No
EMP-2626,45,Male,Operations,Analyst,Bachelor's,52090.77,21,0,2,55.0,Yes,3.7,3,1,26,Married,No
EMP-2627,22,Female,Engineering,Executive,Master's,135276.64,2,2,2,36.3,No,4.2,3,2,47,Divorced,No
EMP-2628,49,Male,Operations,Director,Bachelor's,99963.23,4,4,9,53.0,Yes,1.9,3,3,3,Married,Yes
EMP-2629,39,Male,Sales,Manager,Master's,108743.19,0,0,8,37.2,No,1.7,5,5,23,Married,No
EMP-2630,45,Female,Sales,Analyst,High School,38915.11,3,2,10,56.2,No,4.4,3,2,34,Married,No
EMP-2631,26,Female,HR,Associate,Bachelor's,37712.28,3,3,2,40.0,No,1.6,4,4,5,Divorced,Yes
EMP-2632,29,Male,Engineering,Manager,Bachelor's,101498.28,19,3,7,53.4,Yes,1.5,4,1,1,Single,No
EMP-2633,37,Female,Operations,Manager,PhD,102438.7,10,4,10,49.8,No,1.5,5,5,9,Married,No
EMP-2634,36,Male,Operations,Analyst,Bachelor's,46720.45,4,4,6,44.6,No,2.8,5,3,12,Married,No
EMP-2635,38,Male,Operations,Analyst,Bachelor's,49277.66,10,6,8,41.7,No,3.5,5,4,44,Married,No
EMP-2636,45,Female,Operations,Team Lead,Bachelor's,64381.07,0,0,7,36.4,Yes,3.2,5,1,8,Divorced,No
EMP-2637,22,Male,Marketing,Analyst,Bachelor's,59520.62,18,6,1,43.8,No,2.8,3,1,33,Married,No
EMP-2638,44,Male,Sales,Director,Master's,121194.72,4,3,5,40.0,No,4.9,3,3,18,Single,Yes
EMP-2639,36,Male,Operations,Analyst,PhD,52911.26,10,6,3,38.4,No,3.4,3,3,27,Married,No
EMP-2640,34,Male,Engineering,Senior Engineer,Master's,74761.48,4,0,1,53.5,Yes,2.5,4,1,46,Married,No
EMP-2641,24,Male,Finance,Analyst,Master's,47474.79,14,2,6,40.3,No,1.7,3,5,43,Single,No
EMP-2642,40,Male,Sales,Executive,Bachelor's,142657.39,7,6,10,40.6,No,1.8,3,4,4,Single,No
EMP-2643,22,Other,Marketing,Executive,Bachelor's,150000.0,13,2,1,43.5,No,3.3,2,2,5,Single,Yes
EMP-2644,41,Female,Sales,Associate,Master's,36143.06,7,5,4,46.6,Yes,2.7,4,2,18,Married,No
EMP-2645,24,Male,Sales,Associate,Master's,34787.74,5,2,7,47.8,No,1.8,2,1,41,Divorced,Yes
EMP-2646,36,Male,Engineering,Analyst,Bachelor's,48557.44,7,4,4,51.6,Yes,2.1,3,2,38,Married,No
EMP-2647,35,Female,Sales,Associate,Master's,37768.87,7,1,2,49.7,Yes,1.7,4,1,31,Single,No
EMP-2648,45,Male,Sales,Team Lead,Bachelor's,65713.71,7,2,2,47.0,Yes,2.2,4,1,44,Married,Yes
EMP-2649,35,Female,Engineering,Senior Engineer,Bachelor's,82932.37,13,7,1,44.8,No,1.9,5,3,10,Divorced,Yes
EMP-2650,30,Female,Engineering,Manager,Bachelor's,96762.86,10,1,10,41.6,No,1.6,4,5,37,Married,Yes
EMP-2651,32,Male,HR,Analyst,Master's,54766.05,13,3,5,52.7,Yes,1.3,4,1,49,Single,No
EMP-2652,46,Male,Sales,Analyst,Master's,47506.92,2,2,10,42.9,No,4.5,3,1,49,Single,No
EMP-2653,40,Male,Finance,Manager,Bachelor's,87950.56,17,1,7,56.2,Yes,3.0,2,1,36,Divorced,No
EMP-2654,33,Male,Engineering,Senior Engineer,Master's,81181.79,3,2,4,49.7,No,1.4,4,5,35,Divorced,No
EMP-2655,34,Male,HR,Associate,Master's,36799.26,1,0,10,50.8,Yes,1.0,3,2,12,Single,Yes
EMP-2656,23,Female,Engineering,Senior Engineer,Bachelor's,71540.81,1,1,3,47.7,Yes,2.3,4,2,38,Married,No
EMP-2657,39,Male,HR,Associate,Master's,43373.86,3,0,2,58.2,Yes,1.0,5,3,13,Single,No
EMP-2658,22,Female,HR,Senior Engineer,Bachelor's,73517.56,1,1,9,45.5,No,4.3,3,1,22,Single,No
EMP-2659,42,Female,Marketing,Associate,Bachelor's,33564.51,2,1,6,45.7,No,2.9,4,4,6,Married,No
EMP-2660,37,Male,Sales,Analyst,Bachelor's,53993.25,12,7,5,57.3,Yes,3.5,3,1,16,Married,No
EMP-2661,55,Male,HR,Associate,Bachelor's,39156.63,1,0,6,50.1,Yes,1.0,3,1,4,Married,Yes
EMP-2662,27,Male,Engineering,Team Lead,Bachelor's,66352.42,5,3,10,46.2,Yes,4.2,3,4,24,Divorced,No
EMP-2663,35,Female,Sales,Senior Engineer,High School,56644.16,4,2,3,41.6,No,4.1,4,5,4,Married,Yes
EMP-2664,50,Male,Sales,Team Lead,Bachelor's,62591.16,0,0,10,41.1,No,3.9,5,5,39,Single,No
EMP-2665,46,Female,Marketing,Manager,Master's,86179.59,2,0,10,55.0,Yes,3.3,3,1,33,Married,No
EMP-2666,30,Female,Sales,Executive,Master's,132819.86,6,2,8,42.0,No,2.9,4,4,33,Married,No
EMP-2667,38,Female,Finance,Manager,High School,95407.61,8,6,2,35.1,No,1.6,3,2,36,Married,Yes
EMP-2668,36,Other,Sales,Executive,High School,142275.2,4,2,1,35.5,No,3.0,3,2,39,Divorced,No
EMP-2669,38,Female,Engineering,Team Lead,Bachelor's,59486.08,4,2,2,59.5,Yes,3.2,4,1,34,Married,Yes
EMP-2670,30,Female,Engineering,Senior Engineer,Master's,84337.31,11,10,8,49.0,Yes,3.8,4,2,32,Single,No
EMP-2671,35,Female,Engineering,Analyst,Master's,55907.3,10,4,4,47.2,No,3.0,4,5,10,Single,No
EMP-2672,23,Female,HR,Analyst,Bachelor's,41497.43,1,1,10,57.9,Yes,2.8,5,1,37,Married,No
EMP-2673,37,Female,Finance,Analyst,Master's,48905.76,2,2,1,43.8,No,2.0,2,3,25,Divorced,No
EMP-2674,40,Other,Finance,Senior Engineer,Master's,79065.97,5,3,4,54.9,Yes,1.0,4,2,8,Single,No
EMP-2675,34,Male,Sales,Associate,PhD,40015.79,4,1,3,53.0,Yes,2.2,3,2,25,Single,Yes
EMP-2676,23,Female,Engineering,Team Lead,High School,52482.4,5,2,9,46.9,No,2.7,4,2,17,Married,No
EMP-2677,44,Female,Operations,Executive,Bachelor's,149175.97,4,0,2,54.4,Yes,1.0,2,1,10,Single,Yes
EMP-2678,39,Female,Engineering,Analyst,Master's,56569.24,5,4,5,59.1,Yes,3.3,3,3,29,Single,No
EMP-2679,30,Male,Sales,Analyst,Bachelor's,46266.12,4,1,9,40.0,No,3.1,4,3,45,Divorced,No
EMP-2680,34,Female,Operations,Team Lead,High School,56485.75,2,2,10,35.4,Yes,2.3,3,3,1,Married,No
EMP-2681,24,Female,Sales,Executive,High School,150000.0,13,7,10,55.5,Yes,1.1,4,1,7,Divorced,No
EMP-2682,28,Other,Engineering,Senior Engineer,Bachelor's,71510.87,0,0,7,45.1,No,2.0,5,2,46,Married,No
EMP-2683,32,Male,Engineering,Senior Engineer,Master's,92788.14,3,1,2,48.6,No,3.8,3,2,35,Married,No
EMP-2684,46,Female,Marketing,Manager,Master's,85353.52,4,0,1,40.6,No,4.4,4,4,12,Divorced,No
EMP-2685,31,Female,Engineering,Director,Bachelor's,135212.73,10,1,5,56.0,Yes,1.0,5,3,19,Single,No
EMP-2686,41,Other,Marketing,Associate,Master's,37811.36,4,3,5,53.0,No,4.2,4,1,5,Single,No
EMP-2687,32,Other,Sales,Analyst,Bachelor's,40053.33,0,0,6,58.8,Yes,2.9,3,1,43,Divorced,Yes
EMP-2688,38,Female,Sales,Director,PhD,150000.0,10,8,1,46.9,Yes,3.4,4,1,34,Married,No
EMP-2689,35,Female,Engineering,Senior Engineer,Bachelor's,94083.4,7,2,7,59.4,Yes,2.2,4,1,12,Divorced,Yes
EMP-2690,43,Male,Finance,Analyst,Master's,49325.86,3,0,4,47.8,Yes,1.0,4,1,10,Single,No
EMP-2691,32,Other,Sales,Manager,PhD,107026.99,4,1,2,50.5,Yes,3.3,4,3,35,Divorced,No
EMP-2692,23,Male,Marketing,Analyst,Master's,47576.36,2,2,10,51.9,Yes,2.4,3,1,29,Married,No
EMP-2693,25,Female,Sales,Associate,Master's,41952.09,13,6,4,47.2,No,1.9,4,3,38,Married,No
EMP-2694,32,Female,Engineering,Manager,Bachelor's,76150.89,1,0,3,49.1,No,2.6,1,2,13,Divorced,No
EMP-2695,26,Male,Sales,Team Lead,Master's,64571.84,6,0,5,40.6,No,2.8,5,3,50,Married,No
EMP-2696,39,Male,HR,Manager,Master's,109474.55,4,0,10,44.1,No,3.0,4,4,9,Married,No
EMP-2697,32,Male,Sales,Analyst,Bachelor's,47153.3,5,4,9,52.5,Yes,3.6,5,2,9,Married,No
EMP-2698,55,Female,Finance,Associate,PhD,42094.66,5,4,1,36.0,No,2.6,1,4,37,Married,No
EMP-2699,22,Female,Operations,Team Lead,Bachelor's,65063.66,10,4,7,52.5,Yes,1.3,3,1,29,Divorced,No
EMP-2700,38,Male,Finance,Senior Engineer,Bachelor's,72586.63,0,0,7,42.6,No,4.8,3,3,20,Married,No
EMP-2701,27,Female,HR,Team Lead,PhD,71389.57,9,6,9,41.8,No,2.0,3,2,37,Single,No
EMP-2702,32,Male,HR,Manager,Bachelor's,79715.13,2,0,10,52.3,Yes,1.0,3,3,29,Single,No
EMP-2703,37,Female,Marketing,Executive,Bachelor's,135439.98,9,5,8,40.4,No,4.4,4,4,21,Divorced,No
EMP-2704,22,Male,Engineering,Associate,Bachelor's,37505.61,2,0,7,59.0,Yes,4.3,3,3,11,Divorced,No
EMP-2705,38,Male,Finance,Analyst,Master's,45405.81,6,5,4,59.8,Yes,3.0,5,2,36,Divorced,Yes
EMP-2706,51,Male,Operations,Executive,Master's,132371.67,1,0,9,46.5,No,2.6,3,1,28,Single,Yes
EMP-2707,32,Female,Engineering,Associate,Bachelor's,33389.18,14,9,10,45.0,No,3.2,3,2,45,Married,No
EMP-2708,38,Male,Operations,Analyst,Master's,48594.76,6,3,10,37.0,No,4.3,4,3,22,Married,No
EMP-2709,44,Female,Finance,Analyst,Master's,46235.44,0,0,10,54.5,Yes,3.2,3,1,14,Married,No
EMP-2710,35,Male,Sales,Manager,Master's,97040.02,0,0,7,39.1,No,1.4,4,5,3,Single,No
EMP-2711,31,Male,Operations,Analyst,Master's,47854.74,1,0,10,58.3,Yes,3.6,4,1,14,Married,No
EMP-2712,22,Male,Engineering,Team Lead,PhD,73300.53,4,4,8,59.8,Yes,2.3,4,1,37,Single,No
EMP-2713,41,Male,Engineering,Manager,Bachelor's,87013.78,2,2,3,38.1,No,1.1,4,3,15,Married,No
EMP-2714,35,Other,Sales,Associate,Bachelor's,32308.2,1,0,1,52.1,No,1.4,4,1,28,Single,No
EMP-2715,28,Male,HR,Associate,Master's,46161.07,5,2,10,46.6,Yes,1.0,5,1,11,Single,No
EMP-2716,37,Other,Sales,Executive,Bachelor's,133304.54,4,3,5,48.5,Yes,4.2,2,4,47,Single,No
EMP-2717,31,Male,Operations,Associate,Bachelor's,38694.65,9,1,9,39.5,No,2.7,3,5,46,Divorced,No
EMP-2718,32,Male,Engineering,Team Lead,High School,60395.5,2,1,3,53.1,No,3.9,4,3,41,Married,No
EMP-2719,41,Male,Engineering,Senior Engineer,Bachelor's,73051.88,5,5,4,39.2,Yes,1.0,1,1,37,Divorced,No
EMP-2720,25,Male,Marketing,Associate,PhD,46628.83,12,9,9,57.1,Yes,3.5,4,3,29,Married,No
EMP-2721,44,Female,Engineering,Manager,High School,84954.01,12,4,6,46.3,Yes,1.9,4,1,1,Married,No
EMP-2722,25,Female,Marketing,Associate,Master's,37341.02,1,0,7,50.9,Yes,3.5,3,3,3,Married,Yes
EMP-2723,31,Male,Sales,Team Lead,Master's,75514.82,9,8,4,58.0,Yes,2.3,3,3,23,Married,No
EMP-2724,51,Female,Operations,Manager,High School,75270.68,1,0,7,53.4,Yes,3.6,4,1,38,Married,Yes
EMP-2725,45,Female,Marketing,Analyst,Bachelor's,40531.4,1,0,5,48.5,Yes,2.7,2,1,7,Married,No
EMP-2726,37,Other,Engineering,Analyst,Bachelor's,50560.21,0,0,10,45.1,No,3.1,2,4,28,Married,No
EMP-2727,28,Other,Engineering,Team Lead,Bachelor's,75689.12,13,0,5,46.6,Yes,3.3,4,1,48,Divorced,Yes
EMP-2728,32,Female,Engineering,Team Lead,Bachelor's,54395.33,2,0,1,43.5,No,3.0,4,5,42,Single,No
EMP-2729,37,Female,Operations,Team Lead,Master's,66650.57,3,3,8,58.7,Yes,3.2,4,2,28,Married,No
EMP-2730,36,Female,Marketing,Team Lead,Bachelor's,57665.49,6,0,10,41.3,No,1.1,3,2,29,Single,No
EMP-2731,35,Male,Sales,Associate,High School,31829.0,0,0,9,45.2,Yes,2.5,2,3,4,Single,Yes
EMP-2732,36,Female,Engineering,Senior Engineer,High School,68779.93,4,1,2,54.5,Yes,3.3,4,1,1,Married,No
EMP-2733,34,Male,Operations,Manager,Bachelor's,83764.82,1,1,10,44.1,Yes,3.5,3,1,16,Married,No
EMP-2734,24,Female,Engineering,Team Lead,Bachelor's,58961.98,3,2,4,57.2,Yes,2.4,5,1,41,Married,No
EMP-2735,32,Other,Marketing,Executive,PhD,150000.0,3,3,9,41.1,No,2.9,4,1,1,Single,No
EMP-2736,43,Male,Finance,Analyst,High School,43156.77,1,1,7,35.8,No,4.2,2,4,40,Divorced,No
EMP-2737,25,Female,Engineering,Manager,Bachelor's,102888.77,10,4,10,50.7,Yes,1.3,4,1,13,Divorced,No
EMP-2738,34,Other,HR,Manager,Master's,119156.85,16,2,4,47.7,No,4.7,5,4,5,Married,No
EMP-2739,29,Male,Engineering,Senior Engineer,Master's,69339.2,1,0,7,58.3,Yes,1.0,5,1,5,Divorced,No
EMP-2740,37,Female,Sales,Manager,Master's,97969.26,7,7,7,45.6,No,1.3,4,5,35,Single,Yes
EMP-2741,33,Other,Operations,Team Lead,High School,58639.74,3,1,2,38.4,No,4.1,3,5,3,Married,No
EMP-2742,48,Other,Marketing,Analyst,Master's,45856.14,1,1,8,43.2,No,2.6,4,2,27,Divorced,No
EMP-2743,40,Male,Finance,Manager,Bachelor's,80136.56,8,3,2,44.8,No,2.4,4,3,47,Married,No
